Unnamed: 0,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,review_length,sentiment
53661,A7GXT5V1VL5UT,B0007RDM6A,"J. Leigh ""JL""","[2, 3]","This is a game that kids would probably enjoy. For adults, it's about as sad as the film.Pros:- Game is actually more interesting than the film.- Game is best when you have to cooperate to solve a problem- unfortunately there isn't enough of this kind of puzzle solving. E.g. Reed can't walk thru an energy barrier unless Sue creates a force field around him. The interface controls for lending powers to one another is there, but is never used to their greatest potential.- Discovering new capabilities as you level up, especially when you combine them with other team mates.- Different character's have different strengths that work best in different environments. E.g. when you are in a laser fight Sue is great to use because her infinite shield can deflect lasers back at opponents. When you are Johnny, you can wildly throw fireballs with low cost to your cosmic powers.Cons:- Extremely repetitive.- Audio is very poorly done- in some cases there is no audio at all.- Graphics are pretty hideous by today's standards.- Buggy. Game crashes sometimes.- The combination lock puzzles are an extreme waste of time.- Very aggrevating at the end: In the final boss fight you must successfully complete an ultimate (timed combo) to win. I gave up after too many tries.- When your AI comrad's are fighting they do not impart as much damage as when you take over the character. This is done no doubt so that you don't get out done by your AI partners- but it really  makes them useless as partners.",1.0,Futile Four,1133049600,"11 27, 2005",1494,negative
53662,A2SCAY9WGDJTB3,B0007RDM6A,ShowtimeMike,"[0, 0]","Awful!! Those people that gave this game good reviews are making money in some way from the sale of this game. I heard it was similar to the X-Men Legends game (which was great) so I didn't think twice about picking it up. I could not have been more disappointed. Graphics stink, gameplay is awful...I can't think of anything nice to say about it.I should have seen it coming...the commercials for the game have no actual footage or screenshots from the game. The animation on the commercial looks nothing like the game. Multi player mode is even worse than single which stinks.If you just feel the need to get rid of 50 bucks....flush it down the toilet and cut your losses. You'll feel better about yourself than if you actually spend money on this crap and then feel obligated to play it.",0.0,Fantastic Bore,1121644800,"07 18, 2005",791,negative
53666,A1Y5LUJZ8879PP,B0007SL1ZI,Alex,"[0, 0]","This game is underrated. It's not amazing, but it's still a lot of fun. For the cheap price, it was well worth the purchase.",2.0,"Not the best, but not the worst",1399766400,"05 11, 2014",124,negative
53669,A31SNWMRQ5UZRJ,B0007SL1ZI,BL,"[0, 0]","Bought it when it came out, played through it in about 6 hours, have never put it back in my machine.  Translation: RENTAL. :)Even though it was near the end of the line for the PS2, its graphics fell waaaaayyyy short of other competition like God of War.  They seemed to mostly phone this one in, like many movie tie-ins.  I'd basically describe it as a less-fun Double Dragon with lightsabers and a broken ""versus"" mode.The greatest compliment I can honestly give it is that it was entertaining to watch non-gamers whack each other with lightsabers in the versus mode at a recent party.  It's so badly done, the playing field is pretty even--your best gaming research and effort will still leave you dead-even with a zombie pressing buttons beside you.",1.0,Yawn...,1265760000,"02 10, 2010",754,negative
53679,AEVBELXL87T05,B0007SL1ZI,"Jamie ""JH""","[1, 11]","Heck im no even going to comment on this terrible game!! See my review on ""Lego Starwars"" and realise that just cause its got offical stuff from the movie doesnt mean that its better than Lego Starwars!! Get the better game out of the two and get Lego as Lego rocks!",0.0,A load of crap!,1124668800,"08 22, 2005",266,negative
53685,A36ZG4EJLQJ2KB,B0007SL1ZI,M. Gray,"[0, 0]","I got this game when it first came out and was playing it before I saw the movie.  After playing the game awhile, I finally went and saw the movie.  Of course, there is no compairison between the two.  The movie is usually always better than the game anyhow so I wasn't dissapointed.  Anyway, the graphics in the game were not all that good, and the voice work was terrible.  They could have used the actually actors voices in the game.  They did however put little clips from the movie in the game which I thought was a neat idea.  You can learn some really awesome moves and get the cheats that will unlock all the moves and even some really bizaar light sabers.However, the game is really short. Only 17 chapters I believe.  But, it's still fun to play and try and become a Jedi Master.",2.0,Pretty Fun,1182729600,"06 25, 2007",789,negative
53688,AJKWF4W7QD4NS,B0007SL1ZI,"N. Durham ""Big Evil""","[7, 7]","With all the tie-in's and such for the release of the third Star Wars prequel, one would figure that maybe the folks at LucasArts would have put more time into making the video game based soley on the movie, but then again, this is LucasArts we're talking about here, and they've turned out far more misses with the Star Wars license than hits over the years.  Revenge of the Sith follows the film's storyline almost exactly, while the graphics look great, and even the actors from the film provide the voices for their characters.  You can play as Obi-Wan or Anakin and battle your way through the game on single player or co-op, or you can duel it out with various Star Wars characters, including ones that can be unlocked.  However, the story mode of the game is really nothing more than a simple hack & slasher at heart, and fighting hordes of droids and soldiers becomes old real quick.  The sound effects are nicely done, as is the score used from the film, but the voice acting is surprisingly stiff, and the one-liners are annoying and actually kind of un-Jedi like.  Not to mention that the story mode is pretty short as well, and the final battle between Obi-Wan and Anakin will be there before you know it.  The duel mode is nice, and it suggests that if LucasArts was serious about a Star Wars fighting game (such as a previous reviewer stated, like Soul Calibur) that they could make something really special (not like that horrible PS1 Star Wars fighting game, Knights of the Teras Kasi).  All in all, Revenge of the Sith isn't a bad game at all, and it's definitely worth playing for Star Wars fanboys, but don't expect anything great from it.",2.0,Could and should have been better,1130198400,"10 25, 2005",1658,negative
53696,A2AWD3P0HSEESE,B0007SL1ZI,Will,"[0, 0]","If we think way, way, way back, and we think really, really, really hard, its still impossible to come up with a single good game LucasArts came out with.  And, of course, this one is no exception.Lets begin with the fact that this game is HORRIBLE.  Its a button mashers dream, so it does not take any skill to complete.  Its repeditive triangle, square, R1, triangle, circle, and any other button that does anything.  This is one of those games that the only way to do anything cool or entertaining is to memorize a long list of special moves.Fighting jedis in this game was a nightmare.  It was simple and boring.  To begin with, took about fifty hits to kill the other jedi.  Hmmmm.  And, on top of that, you could basically hold down the block button and not get hit, unless the other jedi did a SPECIAL move (oooooo) and knocked you down.Revenge of the Sith is a linear and one deminsional game.  NOT FUN.  STAY AWAY.",1.0,It comes from LucasArts: So it can't be good.,1121299200,"07 14, 2005",923,negative
53701,A2MC5UUX81BJ38,B0007SL202,"Aramis68 ""Aramis68""","[6, 7]","I am not a hard core gamer.  By that I mean that I just can't play a game for more than an hour at a time.  Over the weekend, my friend who is a Star Wars fanatic, but also a casual gamer, saw the movie, and for the heck of it, after the movie, we rented this game just to see what it was like.We played the game for less than 7 hours.  As I noted, we normally are not marathon gamers, but the desire to finish a game we rented (usually a daunting task) took us over.  We played 4 hours one night and 3 the next and finished it.  The final battle, obviously one that is supposed to be the most difficult, took maybe 5 attempts, or a total of about 40 minutes, at normal difficulty.  That was disappointing.The game itself has acceptable graphics, but nothing spectacular. In regards to gameplay, the force powers are fun to use and it's easy to remember which button or trigger controls which, but this really is nothing more than a button mashing 'combo' game, which sort of incorporates the 'experience' aspect of LOTR games in that the better the combo, the higher the experience ranking.However, the game does not have the EA polish that the LOTR games had and, as noted, is too short and too easy to be worth a purchase price of $50.00.  So, as the title of this review says, rent, but don't buy, you will feel cheated.",1.0,Rent don't buy!,1117152000,"05 27, 2005",1324,negative
53703,AWC8CTW8N2XVE,B0007SL202,AWGamer11,"[1, 2]","This is a good quality single player Star Wars game. You start off with a lightsaber, and force powers. It's a very arcade like Star Wars game, different from the PC Jedi Knight Series (which had extraordinary graphics, and game play) and is very straight forward...acheive the objective. It's a sword swining force using arcade game that is good fun.However, it does lack XBOX LIVE...and with most buyers that is gonna hurt. People WANT to play online in some fashion, and the coop mode (vs. someone on controller 2) is not enough. 3 years ago this game would have been amazing, but in 2005 its just ""good"".",2.0,Lacking XBOX LIVE....,1119484800,"06 23, 2005",608,negative
53707,A6HEVS13QG0YC,B0007SL202,Cookie,"[3, 8]","The last star wars movie was incredible and I was looking foward to the game.  I borrowed it from my uncle and I was really excited.  When I played it it was like an earthquake hit the designers' heads.  The graphics are awful and looks like it came out of the garbage.  The game gets really repeditive after the second level.  There is no originality at all in this game which is really bad. Sure the multiplayer might be pretty good but it also gets repeditive just like the single player.  On the bonus stages you get to play as different characters, but they all handle the same way.  The controls are pretty good but you won't need them because all you use is the X button.  Overall the game is horrible.",0.0,Very Dissapointed,1125014400,"08 26, 2005",709,negative
53718,A1VEU9XLMOO4P7,B0007SL202,MaDD HaDDer,"[2, 11]","I can honestly say I have never played this game.But it seems to me that the only new games for the gamecube are not multi platform games.And I personaly don't think the playstation 2 is any better when it comes to graphics.In fact if you look at reviews on the two, people who have both consoles say gamecube has better graphics. [...]",2.0,Nintendo Is Being Left Out In The Cold,1117238400,"05 28, 2005",336,negative
53720,A1UMH8UGEEPTB5,B0007SL202,"Raymondcr ""Raymondcr""","[0, 0]","I am a Star Wars Fan... This game is not that bad, has good performance and display but gets a bit boring of doing the same.Over all good not that bad!!! AVERAGE!",2.0,Not bad not that good,1326931200,"01 19, 2012",162,negative
53726,A3U4VFL9QSXJAO,B0007SL202,"Triple A ""Aaron""","[3, 3]","The day this game came out I was so excited because on the Starwars Trilogy DVD collection bonus disk it said that this game was going to have the best controls ever. When I saw this I was expecting to use the right thumb stick, and which ever way you moved the thumb stick your character would move his light saber, like on the game Starwars Obi Won; only with more control. Except when I was playing this game I discovered that instead of using the thumb stick you would use the X,Y, or B button, which I found disapointing. The good part about using the X,Y, and B button was that you could make cool combinations with them.Another disapointment about this game was that in my opinion it was way to short. You could easily beat this game in a average of 2 to 3 hours; But I guess I shouldn't be upset because the game was to short because it was supposed to be like the movie and it was. I'm not saying that this game wasn't fun, because it was fun. It was fun to play some levels over again, or playing your friends on versus mode.I would compare this game to Lord of the Rings the Return of the King, because the controls are almost exacly the same and at the end of each level it shows you how many kills you got and whether they were ""fair"", ""good"", ""excelent"", or ""masterful"", and you also can unlock new moves and abilities (just like Lord of the Rings).If you havn't played this game before and are thinking of buying it I suggest you rent it first and see if you like it.",2.0,"Good, but could be better",1126656000,"09 14, 2005",1482,negative
53729,A1JO5E9OD96VLO,B0007SL202,"W. Newberry ""agent_47""","[2, 2]","The good thing about this game is its Good Graphics. The bad things about this game are as follows The Game is too short ,The Coop have limited levels only 4, Its all a Side scrolling game and its not as immersive as true 3-d third person games , The Gameplay too simple/easy ,The game is Overpriced for a game you can beat in 1 or 2 days , You Only get 2 Force powers per player.  This game (might) be better suited for much younger players,novice  players , or players who like a very simple & easy game experience. I wish they couldve made this game into a true 3-d third person game in the same fashion as Jade Empire. My biggest complaint is the old school side-scrolling gameplay ,its outdated technology.A true 3-d style game is much more immersive & exciting. In this game you spend too much time wondering whats in front,to the side,or behind you ,because your sight is limited in side scrolling. This game feels like an upolished rushed into production game. I imagined a game like KOTOR mixed with the light-saber fighting in the style of Jade Empire.",1.0,Rent Only.,1116892800,"05 24, 2005",1062,negative
53731,A1OZEX6BNJEDBM,B0007TFLLC,"A. Barry ""THE reviewer""","[2, 9]","...and I did not get them,I got 3,and not really fond of any of them,and I have 13 DS games,So I guess i'm more intersted in what the DS has got....Man,if this thing couldn't do anything but play games,it would not last long,but it has many different features and is really great if your Tech savyI am returning my PSP and all it's stuff for $150,it just didn't satisfy my need for games....think before you buy it,will you use all of its features? If so,go for it,if you are looking for games,there's always Mario Kart DS...",2.0,I bought this thing for games.....,1130630400,"10 30, 2005",525,negative
53735,AOARJW5GW2AVS,B0007TFLLC,Akuma Babin,"[2, 20]",This is another joke of a gaming system by Sony. They are even advertising its other features (videos and music) over the games! Now I'm not a DS fanboy. I also think that is a waste of money. The best handheld gaming system is the GBA:SP hands down. Buy that instead. Its status as #1 won't be taken any time soon.,1.0,Complete waste of money,1113177600,"04 11, 2005",315,negative
53738,A31D9IXASAR0FV,B0007TFLLC,Alex Gomez,"[2, 2]","Its really a shame that such a good piece of equipment can be so faulty. The PSP value pack I bought, it looked good at first, then I noticed 2 dead pixels. They're only noticeable during a dark screen and not during gameplay, but then a blue one popped up. And it is just always there, it won't go away... Then today I noticed dust beginning to collect UNDER the freaking screen!... what the hell was SONY thinking when they released this?This would be the perfect portable gaming system if it wasn't for such problems, and now I'm thinking I shoud've got a DS. It isn't as powerful, but at least I don't have to worry about such issues... I should've listened to myself when I said not to buy this because of all the negative reviews. I considered the problems to be the exception, and not the rule, but I was wrong...",2.0,"Awesome portable system, but with major flaws that earn it a 3 in my book",1241740800,"05 8, 2009",820,negative
53740,AI3OUM9QZHIAZ,B0007TFLLC,Amazon Customer,"[3, 4]","It was difficult to give a 3 star review, but based on how I feel about it right now, I have to give it 3 stars. Honestly, it usually sits on my bookshelf collecting dust. For the money I paid for it, I should be enjoying it more. When I bought it, I was thinking I would be playing Gran Turismo and Final Fantasy on it. Both were promised by Sony and both have yet to be finished. I was also put off by the memory card which it Sony's propriety memory card, which tend to be quite a bit more expensive.Also, there is not way to record on UMD format. It would have been nice to have home movies on UMD that you could carry with you. Not to mention, music on UMD. The movies selection offered by Sony is still pretty slim, but it is growing.Here's a list of wants for the PSP:Card games (and not just poker. It should solitaire built in for crying out loud.)Chessmaster (A handheld screams for a handheld chess game.)A decent RPG (There are a few, but none have yet gotten better than a 8.0 rating on IGN.)A decent turn based strategy game (Metal Gear Acid is not going to cut it)More movies, more movies, more movies for 19.99 or less.Also I would like somehow to play my UMD movies on my TV. I don't want to purchase movies in 2 different formats.",2.0,3 stars for now,1141516800,"03 5, 2006",1248,negative
53741,A3I3KWYO46VDSS,B0007TFLLC,Amazon Jeff,"[6, 12]","I just sold my year-old PSP. I consider myself a pretty hardcore gamer, but the PSP just wasn't cutting it for me. There's some good software out there for it, but for the most part it's just not practical as a portable gaming machine. Sure the screen is gorgeous, although the pixels die quickly, but aside from messing with the firmware and playing a game here and there it just doesn't last as a game machine.Pros:- Great graphics (in most cases) on a very pretty screen...- Lots of watered down UMD movies to select from if DVDs aren't your thing or you have money ot burn.- A few really good games, particularly golf and puzzle games, and don't forget GTA.- Hackable and crackable, run emulators of old games (Against the warranty!! Warning!)Cons:- Lots of bad software, and with third-party support slowly dropping due to poor hardware sales and high production costs the future is not looking so bright. There's no killer app yet, and most games are just stripped down or modified ports of PS2 games.- The second ""P"" in PSP is a bit of an overstatement: The PSP is way too large and fragile for most situations, many games suffer from a lack of portability as a result of their design, very poor battery life, and WiFi support is obviously not very portable.- Slow load speeds and disc access, noisy disc drive, and a very expensive storage medium.- In seven months three pixels had died and turned permanently black.- Cost of hardware and games, not just for consumers but for game developers.My honest advise is to try a few games and consider the pros and cons before making your purchase. If you're looking for portable gaming, general consensus says nothing beats the Gameboy Advance.I, however, am hopelessly addicted to Mario Kart DS.",1.0,"Awesome screen, useless system",1134604800,"12 15, 2005",1748,negative
53746,A3U0IBDL01ZPXP,B0007TFLLC,"Axel ""da game master""","[3, 11]","The PSP is good I'll give it that, but I think that Sony is cramming too much stuff into thier first handheld. Make it more simple. plus it is WAAAAAAAY too much money, my parents are not gonna spend that much for me, and it's just not worth that much, nor should anyone have to spend that much on a system meant for gaming, with a few extra goodies thrown in. You over obsesive gamers...-_-",2.0,Way too much $$$!!!,1116460800,"05 19, 2005",391,negative
53755,A2MZ3N11SBML9A,B0007TFLLC,"B. Papstein ""Link""","[3, 6]","The PSP, wow, it dosen't need much introduction, the Playstation Portable is considered the ultiment gaming maching.Their partially right, you can play music, watch a compact DVD, and of course play games.The music is just like an MP3 player, except you can't save music like an MP3, or an i-pod. You need to put a special disc in(just ask your store clerk). DVD is pretty much the same as watching it at a theater, just on a 3 by 4 screen.The 'console' is pretty small, not a Gameboy size, but it fits in a pocket. For gaming, it dosen't have many buttons, but a lot of sound fx's buttons near the bottom.Latly, theres a big drought of good qualite games, Death Jr. is a sad, button-mashing game. Don't buy it, if you have, sell it.I'd say, wait tell the price goes down, then buy it. Strangly, Sony is already making a successor to it.Notable games: Metal Gear Acid, Lumines, Burnout, GTA Liberty Stories.[...]",2.0,No Title,1130025600,"10 23, 2005",912,negative
53759,AXBZY0Z51OKTO,B0007TFLLC,"bulletstopper ""bulletstopper""","[9, 24]","Since the Sony fanboys have decided that now is the time to start some kind of flamewar about the supposedly lowly DS I guess I will stoop to your level.  Well maybe not that low.  I will actually tell the truth.  The truth says that the DS is outselling the PSP in the US, the UK and Japan.  The truth says that the DS has almost 100 games while the PSP has only 30.  By the way most of them are old ports of Playstation games.  ENJOY!  The truth says that no matter how much you want it to the movie Spiderman 2 still looks like crap when viewed on a 3 inch screen.  Crowd in boys and girls this is gonna be great!  The truth says that it sucks waiting 20 minutes for a game/movie to load and then watching your batteries run out.  And finaly the truth says that in the end specs don't mean jack.  Good gameplay equals longevity.  Sony thanks God that the world is full of stupid people.  Otherwise the PSP would still be sitting on the shelves.  Remember.  The truth doesn't lie.  Have fun with Frogger guys!  (One of the cutting edge 39 dollar titles for the PSP.)",0.0,Sony fanboys UNITE!!!,1134691200,"12 16, 2005",1068,negative
53764,A2IFH4SHNWKLSR,B0007TFLLC,"Cedd Dogg ""dArTh NaDeR""","[10, 28]","I bought this thing like many other fools on the launch day and mine had 3 dead pixels, to alot of people this might not bother them but $300 is alot of money to me so I returned it to best buy and I had to lie about what was wrong with it to get a new one because if it has dead pixels they won't exchange it. well the one I exchanged it for also has dead pixels, 3 in the lower right corner and one smack dab in the middle!!! so today I will try to exchange it again and will continue to do so until I get a good one. I think sony knew of this problem with alot of the units but desided to release them anyway in hopes that people would not notice the dead pixels. well good luck with yours people.",0.0,DEAD PIXEL'S!!!!!,1111795200,"03 26, 2005",700,negative
53782,AMOIQYTDN85EW,B0007TFLLC,D. Marinescu,"[4, 7]","No doubt that the PSP is a revolutionary product. However, it is not revolutionary enough. What it is still missing:- Hard Drive. With Apple getting in the video market, Sony will lose once again, same how it lost with the audio market. PSP NEEDS to have a hard drive, if they are serious about video. Of course, from their point of view, it is much better to force you buy a Memory Stick (around $150 for one that could keep a movie on it) or force you to buy UMDs (around $15 for a movie). However - long term - they lose a big opportunity to become a market leader.- Ability to play the movies you bought, on your TV. Already in the new iPod, this should be a MUST HAVE feature on PSPs. Video quality is highly superior to the iPod, because PSP has better screen resolution and is WideScreen. It could really look good on your TV and you would get your money worth.- A second analog controller. Yes, having one was revolutionary, but they did not go far enough. Just try playing a FPS on it. They need to have two analog sticks.- Dump the UMDs. As everybody knows by now, UMDs are a very poorly implemented idea. They are slower than a cartridge, so they lead to longer Loading times and less battery life. They are not rewritable, so you cannot use them to save on them. And - they are very fragile.  Quite a pain to carry around. PSPs could use some type of flash memory, as a cartridge. Or use a hard drive to download games from their website.- Games? It may take another year to get some better games. Some are only around the corner (POP3, LOTR:T), but Sony needs to concentrate more on bringing more games to the PSP.These being said - let us hope that Sony stops thinking in the past and becomes the market leader it should be.",2.0,"Good idea, still missing many features",1131235200,"11 6, 2005",1738,negative
53787,A3OKWIJ4D1R1YC,B0007TFLLC,FamousActor143,"[15, 18]","I really wanted to give this system a fair shot. I truely did; however, after trying to get into game after game, I just can't get addicted to any one. The psp been collecting dust. I'm not saying don't buy it, but I'm rather saying that you may want to see if the game selection is to your liking before putting down money for this(if you're going to buy it just for the multimedia features, give it more thought-in my opinion, they are overrated, unless you have a huge memory stick). Also, who's going to put down 20 bucks for a movie that doesn't have half as many features as normal DVD's? There's an adapter to connect the PSP to the TV, but that's another 70 dollars.EDIT: After a while, I bought a larger(1 gb) memory stick and some DVD converting software. I am beginning to see the video capabilities on this, and I wish I could bump the rating higher. Also, I bought some good games(Tiger Woods PGA Tour 2006 and Syphon Filter: Dark Mirror).",1.0,Meh...not great,1147132800,"05 9, 2006",952,negative
53793,A1F1S3QZL8PR85,B0007TFLLC,"goldentoaster ""goldentoaster""","[15, 20]","I am just a casual gamer who likes to play games. I bought the PSP with big expectations, and I am a little dissapointed. There is no denying that the PSP is a beautiful and powerful peice of work, but I am not sure that is enough to warrant a purchase.I got this system, and I found out that it was great for watching movies and listening to music. It has an amazing picture quality, and I was blown away at the crispness of the visuals. I found that the interface was accessable and easy to use, and I was perfectly content with using it for non-interactive media.But then I tried to play the games. I was impressed with the graphics (PS2 quality) but the way thet the psp is set up, it is a little difficult to play the games that it is trying to sell. There is only one set of shoulder buttons, and the analog nub is very uncomfortable and not effective to use. This is a problem because most games these days rely on 2 functioning analog sticks, and the PSP just can't do that. Also, I found that almost all the games on the PSP were just bad remakes of better PS2 games. But that is just what the PSP promises: a PS2 you can fit in your hand. But I'd much rather be playing these games on a PS2 with a comfortable controller and a big screen.Another problem is that the PSP is extremely delicate, and scratches really easily. This is a really bad thing, considering its meant to be portable. I found myself not wanting to pull out my PSP and use it just for fear of scratching it. You don't have that feeling with a Gameboy or a DS.But this is still a good system for some games, and is still a great media player to show off to friends, but this isn't really the ideal portable gaming system, and that's what I came for.",2.0,PSP- Not Ideal for Portable Gaming,1149724800,"06 8, 2006",1727,negative
53795,A1F9S9507KQSD1,B0007TFLLC,"Griffey ""Gamer""","[9, 12]","Why three stars if ""A great game machine""?  Well becuase I was told of the internet capabilities, movies and MP3 Player.  The internet is so annoying using the Sony browser as you have to scroll every letter in the address bar to get to a site, dont bother.  MP3 Player forget it at 32 MB you can get a few songs on it unless you buy a GB which will cost you another $50 if you get the giga pack. Movies well here is my problem... you have to buy a UMD for it that only can be used for the PSP so if you want it for home use you have to buy another one and guess what they charge the same for both the UMD and DVD, so that $20 movie is $40.  The games however is where this machine soars they look great.. The problem is that every game costs $50 and there really aren't that many to get excited about it.  Face it Sony is working on the PS3 not the PSP. So buy a Nintendo DS for $100 games are 20-$30 and buy an ipod nano $200 for a total of $300 and get a good portable game machine and a superior Mp3 player..... GTA is the only game to get excited about and it is not GTA San Andreas....",2.0,A great game machine,1132963200,"11 26, 2005",1091,negative
53798,A3OW96YQE8ZRPB,B0007TFLLC,Jason J. Sum,"[12, 36]","This morning I went to Pick up the Sony PSP which I had ReservedThe Price came out higher then i thought The memory card for this thing cost 5X more then the PS2 Memory Card?I told the saleperson I wanted to Preview this Before i drop that much cash on something like thisNeedless to say I spent about 25min. Playing the demo PSPThe botom line the Graphics are Not PS2 Graphics they are 3D Yes but, It's more along the Line off The PSOne and Sega DreamcastThe frame-rate is prety goodBeing able to play Films on it is without a Doubt a HUGE Gimmick along with being able to use it as a IPod type deviceAnother prob. with this Thing it's Too BIG it feels odd in your hands the anolog stick sucks!I walked out the door Minus the PSP I Think I'm Banded from that Particular store Because i didn't Buy itSony seems to have Forgoten where They have come from and will Marget and sell any Product just to get The Consumers well earned cash this Product is Proof!Here's a Few Factor's You Should Really Think about before you Buy this Handheld Device........1.In about a Year The Next GEN Consoles will be out why Pay that much cash for a Glorfied PSOne/PSTwo Handheld2. For the Price to Pick one of these things up you could buy all Three Next Gen Consoles (XBox,PS2, Game Cube)3. Buy the Looks of the Launch titles they all seem to be Ports from the PS24.  The Price should be a Huge Factor in buying something that cost this Much5. It's Really not sexy Sony is Marketing this thing like if you own one of these you'll get Supermodels and be so cool The Realality is walk around a Busy City with this and you'll eather get Laughed at or Mugged for the stupid thing6. Without a doubt Just A Status SymbolAnyone thinking about buying this should keep some of this in mind before spending that much Coin!!",1.0,Don't Believe the Hype!!!,1111622400,"03 24, 2005",1797,negative
53803,A1TNJ89ESJ1OA2,B0007TFLLC,Jglaubman,"[3, 9]","Ok, you expect me to pay 250$ of my hard earned money to buy something that malfunctions.  Then, you have to buy the memory stick, all the games and movies, and a case.  This is not cheap!!!  The system is more than a PS2, the games cost more than a PS2.  GIVE ME A BREAK!!!  It looks fun, but it isn't CLOSE to being worth what you have to pay.  I like Sony, and I like the PS2, but c'mon.  This is a rip off.",0.0,YEAH RIGHT!!!!!!!!!!!!!!,1119398400,"06 22, 2005",410,negative
53810,A2L0Q4K5WIA5BN,B0007TFLLC,Killer7,"[1, 3]","The shiny PSP sure does look pretty, but looks alone cannot save it.  Theres are some things that are good about the PSP.  First off, the screen is huge.  Playing games or watching movies on it looks awesome.  It's like having a mini plasma tv in your hand, however, that is one of it's major problems.  With a screen so huge, it's inherently prone to scratches.  I've gotten scratches on it just by wiping it with the cloth that comes along with it.  And you'll also find yourself constantly cleaning it because it's very much proned to smudges as well.  Another good thing about it is that you can play music and movies downloaded from your computer, but this would mean you would have to invest in a memory card big enough to hold anything substantial. That should set you back a bit.  Another bad thing about the PSP is that it's just not portable.  It's big and clunky and you're always aware that the screen might get scratched.  You can't exactly throw in in the back of your pocket and forget about it.  It does come with a pouch, but having to carry along a pouch gets annoying.  There are also movies that come out on their UMD discs, but why would I want to a buy movie only for the PSP, when I can buy a regular DVD of the same movie and watch it on my laptop or big screen tv at practically the same price?  The UMDs are a novelty.  Some will buy into it, but this system was made for games.  Speaking of games, the game selections for the PSP, as of right now, is not very large and many of the games pretty much suck save for a couple (Lumines and Hot Shot Golf).  For me, I was attracted by the hype and how darn pretty it looks, but in the long run, I'm considering returning it and just wait for the Game Boy Micro which is far more portable, has a larger selection of games, and probably considerably more cheaper.",2.0,It's........Eh,1124064000,"08 15, 2005",1833,negative
53815,A2FOZVHA7922QG,B0007TFLLC,mark twain,"[5, 15]","well i bought the psp because the graphics are nice. but i became frustrated with the lack of games and the short battery life so i traded it in for store credit and got a ds. i thought it would be cool to watch umd movies and play music, but i didn't end up using it that much as i have a portable dvd player and the umd titles aren't that numerous. the clincher was when i found out that nintendo was releasing the play-yan in late 2005, which allows ds users to watch mpeg movies and play mp3s. plus the games are so much better on the ds with many more great ones to come. the ds's graphics aren't as good (and i'm not too fond of the touch screen), but with games like jump superstars, castlevania, nintendogs, new super mario brothers, etc. and the ability to play gba games (legend of zelda: the minish cap, mario and luigi superstar saga, etc.) the ds is a much much better handheld, in my opinion. and it's battery lasts 10x as long.",0.0,Possibly the Shoddiest Portable ever made........,1129420800,"10 16, 2005",942,negative
53817,A2YKJ3J49H6CCO,B0007TFLLC,"Master Chief ""CB""","[8, 10]","The PSP is the only portable system to be able to compete with Nintendo in the handheld department, besides the Game Gear.I have both the PSP and DS and I must say I prefer the DS.Heres my take on the PSPPros- Better graphics- Better sound quality- Great games and Sony exclusives {more mature games}- Can watch movies, listen to music, and more.Cons- Delicate, espeicaly the screen.- Expensive games, and add ons- Control layout in most games are hard without two analog padsIt is a good system but, the online gaming isn't as good as Nintendo's wi fi and it cost alot to purchase for.",2.0,Good...but Nintendo knows what they are doing.,1151539200,"06 29, 2006",586,negative
53824,A1DBOHM6R1MYTP,B0007TFLLC,M. Nikolic,"[37, 50]","The PSP is a wonderful piece of hardware, but it's just not ready yet, and Sony knows it. I've always been taught never to buy a new piece of technology as soon as it comes out, and nowhere is that more true than for the PSP.The dead pixels issue is probably the biggest annoyance so far. Sometimes these are small, and sometimes they're pretty big and detract from the overall gaming experience. And to the reviewer who said that it's ""not a big deal""...are you kidding me??? I don't know about you, but when I fork over $300+ dollars of my hard earned money, the hardware damn well better work like it's supposed to!! Would you buy a plasma TV if it had multiple defects? Or an article of clothing that was stained in multiple places? I doubt it. Sony is recommending that you wait 2 weeks to see if the problem clears up, and then they'll ""see what they can do"" to fix it. Gee, that's nice of you Sony. Sell someone a faulty product and then tell them ""too bad, so sad"". Wonderful marketing tactics!The battery life is an even worse issue. If you play a graphic intensive game (like Ridge Racer), under IDEAL conditions you can get 6 hours of battery life. Keep in mind this is at low volume, with almost everything disabled. No Wi-Fi, low sound, etc. Tests run by game sites confirm that with these enabled, the battery life is sometimes at a pathetic 2 and a half hours!! This is unacceptable. I know that the PSP is a very powerful piece of technology, and that these games require a lot of battery power, but c'mon Sony. I know you could have done better.Folks, please use your wits and wait a while. Anyone can tell that this product is still in the experimental stages. Sony's CEO even admitted that later generations of the PSP will have a better battery, better graphics, and better construction. He even said they are working on a new battery which will work for 12-14 hours! That's definitely much better than 6. I want a PSP too, but I'm not foolish enough to get one and be Sony's beta tester.",1.0,Don't get it just yet,1111968000,"03 28, 2005",2008,negative
