review,cluster
"This game is an inferior version of Zeus. Although both games share the same basic principles of agriculture, housing, industry, distribution, religion, and arts, Zeus had a much lighter touch and thus was more entertaining. Emperor does not have as rich a voice acting portfolio as Zeus and instead of humorous voice portrayals like the John Wayne cavalry and New Yorker inspectors in Zeus, you get very tedious, borderline offensive Chinese accents in English. (Additionally, pronunciations of Chinese words are almost always wrong outside of the main intros.)Like Zeus, combat has many bugs, which sometimes threaten to frustrate the player into giving up. For example, if you launch an invasion, an opponent will sometimes see this as a great opportunity to attack you. Fair enough, but what's stupid is when said invader is the city you are going to attack! And the two armies blithely cross pathes and you get defeated because (ha ha) you have no military. Or worse, the tendency for a defeated city to IMMEDIATELY and repeatedly rebel. Sometimes they will rebel, presumably because you are ""weak,"" when you are returning from conquering them. Just awful and tedious. Also, the computer controlled cannons are like incredibly virtuosos with pinpoint accuracy, but your own cannons seem to be completely ineffectual. Also, sometimes your invasions will fail for no reason, and the program gives you mounds of weapons. I can only imagine that this is because for plot reasons the programmers don't want you to win yet, but they don't want the rigged outcome to damage you too badly.The same factors that led me to become obsessed with Zeus way back when, the fun challenges of figuring out optimal housing and distribution, etc., are in play here, so all is not lost. However, the distribution system is so dumb sometimes, it boggles the mind. Suggestion for future games: provide different settings for accepting goods from industry and other warehouses, and for distributing to industry and other warehouses.As a stand-alone game, Emperor would be quite commendable. But as a successor to Zeus, it is a step backwards.",4
"This game kept me entertained for a while and I even loaded on my laptop because I missed it. Unfortuantely my laptop blew up! Yes it was 1 1/2 year old Alienware laptop.The graphics werent bad and the premise of this game was good. I happen to like this game better than Vegas Tycoon. While VT had better graphics, to me you had slightly a little more to do in Casino Empire.You were given tasks to complete involoving none other than, a casino. Various locations and some of the casinos (some mostly empty) looked very nice. The graphics could of been a little more detailed, and the pit bosses needed more realism as well as the slots. Security cameras with a security room could add to the realism where you can actually catch cheaters, robbers, and so fourth looking on the secruity screens from the cameras you placed throughout. It would of been nice also to add a hotel and actually design it, make the rooms, and design and include the resturants (little bit of resturant empire and Maximum Occupancy-Hotel Tycoon) mixed in by making a resort complete with a pool, parking lot, and designing comp cards. A window would take you to a screen tha shows when the person is coming to the hotel, when he/she is leaving and later on how much comp did he/she earn. If he/she brings their family, you need things to do for the children or else they wont have a pleasant stay and in turn will not spend much time in the casino. The resturants and keno were awful. I hate pasting resturants on walls, its so unreal. It wuld of been nice to build a buffet breakfast/lunch/dinner style resturant and actually design it and go in.I would of also liked to see progressive jackpots, the huge signs, and perhaps opening and closing so the technicians can service the slots, fill them, and clean up as well. Adding a bar would be a plus. Many casinos have bars that you can sit at. The cashiers and waitresses would add to the realism.",4
"If you are going to release a game that requires me to put the CD in the computer to play it, then package the CDs in something other then this flimsy paper packaging. I wish someone would use their heads for a change. Why is it that I can buy a ten dollar audio CD from the local music store and they won't short change me with this sort of cheap packaging garbage? That audio CD will come with a plastic CD case that will protect it. But I spend five times as much money on your PC game and you don't have the consideration to include decent packaging. I could cut you a lot of slack if I just needed the CD once to install the product, but that's not the case here. It might be an idea to start thinking about your customers for a change instead of finding new ways to save a few pennies.That said the game is pretty good, the interface is similar to the Rainbow Six 3 series, with the big exception that the game is geared towards giving the player the real experience, which means lethal force is always a last resort. So if you're expecting a game that is like Counter Strike or Rainbow Six 3 where you shot first and ask questions later, you're not going to get very far with this title.",2
"Graphics is good but the AI and the gameplay needs a little comment.1st , we always get penalized if we saw a suspect and did not have them disarm without usind deadly force ! And a lot of time you see a suspect with guns and you have to shout several time for him to obey your orders ! but the split second he don;t he get you wounded ! very annoying.The sniper control is a joke ! you have to ALWAYS go to the sniper and take the shot and leave your team vulnerable to attack when the sniper see s suspect! No illuminated rectical on the scope also! so in dark spot, you cannot see the rectical!Overall, game play is okay! but I wish they would improve on thje game play and AI!",4
(1)Cheating is such a problem that if you want to play this game then hopefully the single player mod will be good or else just play it on a LAN with friends. The internet on-line games are rife with cheating. Sometimes more than 50% of the players are using aimbot and wallhack and even the anti-cheating software is no good against them. Be prepared to be slaughtered if you do not cheat.(2)Valve have done nothing to curb this problem and they have even managed to get the code for HL2 leaked so cheating is going to be rife again.(3)They keep pushing the dates forward by 6 months or more which makes fans very unhappy.Anyway bottom line is the single player is all this going to be worth. The multiplaying arena is full of cheating and I would certainly NOT pay for a game that can not combat cheating. It should stay free until they can resolve the cheating exploits once and for all. Cheating ruins this game. It is like getting scores of 0 kills 52 deaths and the guy doing it all is like 60 kills 1 death. Is that worth your money?,4
"Let's face it...Counter Strike fans will give this game high ratings no matter what. True die hard CS players like myself laugh at the weak attempt that was made in Condition Zero.If you have played Counter Strike, you will be disappointed. If you have dial-up or cannot access the internet...I still cannot recommend this game unless the price goes below $20.Save your money, buy Unreal Tournament 2004 and download some of the weapons mods and conversion mods available for free. The enemy AI is mind bendingly awesome and will humble you quickly.Plus, you get a more dynamic game that constantly changes and is very dynamic.Condition Zero is stale, repetitive, the enemy AI is predictable, the objectives are stupid - example, you must rescue 5 hostages and kill a terrorist with the sniper rifle. Ok fine...but see how hard it is to rescue 5 hostages when your computer AI teammates keep killing the terrorists and finishing the level before you can rescue any hostages at all! I had to let the terrorists kill my guys on purpose just to get around this problem!",4
"Virtua Fighter 4 is a very good fighting game and one of the best on PS2,but it could use some more gameplay modes!The graphics and sounds are top notch and the gameplay is fun for awhile,too but it neeeds some more interesting modes.Kumite just didn't satisfy me.It also needs some ending movies like the Dead or Alive and Tekken games.Still, for $19.99 fighting fans should buy it.",0
"No wonder wwhy this game went to greatest hits so quick.Their are no story lines, confusing moves,and it is practically impossible to beat the game on Kumity mode. If you like fighting games, Get Tekken Games.",0
"Virtua Fighter 4 is absolutely awesome.  The graphics are beautifully stunning, the locales varied and interactive (down to the footprints and snowflakes in reaction to the characters), the music mind-boggling, and the fighting second-to-none :-)However, VF4 has a fairly steep learning curve for inexperienced players.  Before the game's release, I had read repeatedly that Pai is one of the easier characters in the game; while I am not a complete newcomer to martial arts games, I never really felt as if I was able to execute a good number of moves/combos for Pai - it almost felt more like I was simply mashing buttons :-(Virtua Fighter 4 does include a Training Mode, and I did work through some of the tutorials.  However, truly learning this game and performing well requires a HUGE investment of time - something I do not have at my disposal - as well as a strong knowledge of each character's defensive repertoire - which is somewhat of a significant step away from other fighting games such as the DOA and Tekken series.",0
"This game is sooooo boring! The kumite mode goes on forever and you don't get anything! The characters are okay and so are the arenas, but they could be a lot better.",5
"First off, let me say that I am an avid Tekken Tag player. It is probably my fav game of all time and I have spent much time mastering it. With that said: on to VF4. Everything about this game is is pretty good. The graphics are good (although I think they could be a little better) and the sound is good as well. The real winner here is the many technical moves and combos you can pull off with the characters. The shaolin monk and the drunk are the coolest characters to ever enter the fighting genre (with the exception of Lei from Tekken) The main problem I had with the game and the reason I only gave it 3 stars. (actually more like 3 1/2) is the button config./combo system. This is a real pain in... The fact that you have to hit an actual button to guard (instead of just holding back) is more of a pain than you can possibly imagine. And the combo system is very very very complicated and annoying.So, if you can get past the annoying and complicated button config. then you got a fun game to play. It's a little to annoying for me, but I'm gonna keep playing it for a while and see if I can pick up on the config. a little better.Good luck!",0
"I'v never been a huge fan of the the virtual fighter series, and even after playing this game i'm still not. The game requires so much time and dedication to learn , the time and dedication that i'm not willing to put up with. The kumite mode diffuculty ranges from easy to challenges the devil has stacked against you. Only reserved for Virtua Fighter die hards.",0
"yaaa, i dont....fighting games dont entertain me for long...probaly because i never have anybody to play them with..i played this game by myself but could never figure out how to work the ai thingy...i tryed and tryed..never could figure it out...",0
i liked this game when i was 10 and i was really good at it but i guse i forgot how to play,5
This game totally [stinks]. It's all jaggy and the controls are slow.  There isn't even anything remotely close to a story behind it.  In fact if it didn't have liner notes I wouldn't know why anyone fought.  There aren't any movies at the end or anything.  Basically there isn't any reason at all to play this game.  Tekken tag and DOA2 are WAY better...,0
"I'm still waiting for someone to come out with a fighting game that will take the gameplay to the next level. This is no better and no worse then DOA2, TT, and the others. Just different characters.",0
"All you ahve to do is to beat all the players ands then what????????? this game is great for the arcade, but not for a home system, the graphics are great the move and fighting style original*(subject to debate)it's really not so bad however i don't like people playing games, in my house, on my console see so play all alone, i need a game like MGS3 OR DMC3, Splinter cell, you name it i like it,even RPG's & horror survival game that can work, so i give this game three stars after a 2 weeks you forget this game it weill collect dust unless you are a child who like doing the same thing over and over beating the same people don't buy this play it the arcade or even practise at home to kick ass in the arcade.laterzzz folks / gamers",0
This item does not work with my xbox at all - says I need a hard drive storage - and I also did not realize that even if it did work it was only for one player,2
"The game is average in just about all aspects: graphics, gameplay, and storyline. The game doesn't provide anything over the standard Mario-type-smashing-crates-and-collecting-fruit game, but is still fun, nonetheless, and provides a good amount of play time. Many of the levels are too challenging for younger players. There are some levels where the player ""dies"" by missing a jump, falling into water, and drowning. I thought the image of the character floating face down in the water wasn't appropriate for younger kids. For the most part, though, it will provide entertainment for all ages.",6
"This is the  yu gi oh game to buy. The storline is kinda hard to follow at first, but you catch on quickly. The way you get more cards in your chest is pretty cool, you have to defeat other opponents. If you have a yu gi oh card, you can put in the number, and if you have enough star chips, you can put in into your deck. I recommend getting this yu gi oh game rather than any other one.",0
"Gun Valkyrie for the Xbox system was one of the games touted to show the processing power of Microsoft's very first video game console. Game developer Smilebit (also developed another Xbox game, Jet Set Radio Future) and publisher Sega succeeded in creating a beautiful game. Gun Valkyrie fully harnesses the Xbox's ability to create great graphics, especially smoke and particle effects. What bring's this action game down was the inclusion of one of the most unforgiving control schemes of any video game I've ever tried.The game is set in an alternate timeline, early 1900's where humanity has found a way to harness the power from the passing Halley's Comet and thus discovering brand-new scientific applications for this new technology. Gun Valkyrie uses the steampunk theme of the sci-fi genre and does it well. The art design of the game mixes beautifully Victorian-era architecture with futuristic weaponry and gear. Planets are soon colonized and it's in the space colonies that the story takes place. Gun Valkyrie is pretty much an action shooter where the player gets a chance to choose between a female or male fighter and shoot down an inordinate amount of aliens which have a passing resemblance to the arachnids in the film Starship Troopers. Again the design of the alien planet and its inhabitants are well rendered and makes this a great looking game, but its the control scheme which for some reason makes uncomfortable use of the two analog sticks for movement by way of clicking them.Gun Valkyrie would've been one of the great games. Not just in terms of look and design. It definitely wins high marks for graphics and production design. But its the unforgiving controls which turns a difficult game into one that's beyond frustrating that it cancels out any fun the game may provide a player.",4
"Yet another game I regret buying for the Xbox system. The controls to this game are horrible. Gun Valkyrie has great graphics, but the controls and background music just plain bites the big one. I dont know what Microsoft is trying to pull on the masses, perhaps a secret poll to see just how many people out there like to waste their money on...systems. So far all I play on my Xbox are Halo & Max Payne, thats it... EVERY single game other than those two I have bought for the Xbox has been so terribly bad (including Gun Valkyrie) I return the following day. Mostly trading in for Playstation2 titles. I truely regret buying the Xbox system, I should have just bought [money] bucks worth of stuff for my PS2. If Sega would have fine tuned the controls of this game unstead of getting all the eye candy perfected, Gun Valkyrie would have been a cool game.If your debating buying a PS2 or Xbox system heres my 2 cents:Playstation-2:Way better games.(excluding that waste of time and money State of emergency)More selection.EASY TO CONTROL THE GAMES.PS2 has its own chick fighting game called ONI.Xbox:Only 2 games that are worth playing: Halo & Max Payne.Growing assortment of worthless games that look great, but [stink].The Xbox does allow me to watch DVD's and store some songs that cannot be listened too while playing games.Dont believe me? Go out and buy a few hundred bucks worth of Xbox games, you'll be here that night crying on the net just like me. Go on, do it.",7
"I cannot recommend this game to anybody (unless I want to see that person throw a fit). The only thing this game has going for it is its visuals. That's why I gave it a 2 instead of 1. The music is lousy and was so repetitive I had to turn the music volume way down just to keep from getting a headache. The story is as wierd as any other Japaneese anime of late. This game had the worst controls I have ever come across for the XBOX and that includes &quot;Grabbed by the Ghoules&quot;. Even if only properly used the controllers took a lot of physical abuse in this game. This is because an often used move (thrust) essential to the game's play has been assigned to the left stick depression with no possibility of remapping. The problem with the thrust being were it is is that it HAS to be combined with a directional move to even work. Directions are also controlled with the left stick. So for example a basic move would be; push left stick in, hold it down, and move forward. That would give a forward thrust (rather than just a forward walk). Sounds simple enough on paper, but when you are forced to moved about the game like this for hours on end (thrusting quickly takes over walking) it gets to your thumbs as well as your controller I am sure. I would fail a thrust move often just becasuse it is physically awkward to perform (not just because I run out of thrust fuel). During those times I would fail to push in the stick hard enough to initiate that thrust. To add insult to injury this game doesn't end with just basic thrusts. To invoke more powerful moves from your character series of thrust moves have to be performed one after another without any break in combinations. One mistake and you start all over. To achive a &quot;heightened&quot; state from within your character 25 uninterrupted thrust moves have to be performed. Uninterrupted means that you cannot get hit by enemy shots or touch the ground. This is really hard to do in game considering the small amount of thrust fuel at your disposal. Throw in the aformentioned controls and it borders on impossible.",0
"The controls are a little difficult, it is hard for me to do certain ""dashes"" in the game, where you have to press a series of buttons all at once. However, it has great graphics, and you can play either a male or a female. Basically it is just a first-person shooter, not as advanced as Halo, but much simpler. I don't understand the difference between certain guns as I did in Halo. This is another game which you should try before you buy.Pros:1) Great Graphics2) 2 people to play3) FunCons:1) Not more than just 2 people to play (not enough characters)2) Annoying, especially when jumping from platform to platform and falling3) Levels take WAY to long (bores me out after a while)Remember, try before you buy.",4
"This very arcade-like game gets it's inspiration from Sega's ownclassic Space Harrier and it's story line directly from the animated1990's Giant Robo series. A strange doctor discovers a new powersource that radically advances society but mysteriously disappearsthereafter.This review was re-written after many hours of gameplayand will highlight some of the frustration experienced five orsix levels into the game.  Out of the box it's a good looking Robotechshooter, however, just start playing it awhile and you will see howthis game can riddle you with anger.  If you thought playing GothamRacing  almost broke your controller you will bash it to splinterswith this one.Gameplay is teasing and very demanding. This is a jumping gamefirst and shootem up second. More times than not you will findyourself just BARELY missing a critical jump to a ledge only to startagain from the very very bottom of the board.  For that unfuncharacteristic, two stars get taken off an otherwise 4 star rating.Throughout the terrain you will find obvious surfaces you should beable to land on but can't. It's like a literal glass ceiling wherewaterfalls and vehicles are to look at  but can't walk under or landon.Not being able to save inside a 30 minute long mission meansyou will have to repeat your failures over and over again.  I'msurprised when they were doing the QA they failed to noticetesters smashing the controllers and throwing their arms up infrustration because all of your progress can be lost with theslightest twitch.The control over your movements can be compared to a pinballbouncing  off rubber bumpers, your uncoordinated movementsare like mere flippers keeping the ball on a wild course.The spastic nature of the jet pack will have you screaming at theTV.  I compare the sensation to trying to land a hot air balloon on amoving car.They made this game way too hard and the level designers were wayout of touch with what the character is capable of physically doing.",0
"I kind of like ""Gun Valkyrie"", but after watching a number of friends and especially kids play it, I have to warn against spending $ on it.  Two reasons:1.  The controls for flying/jumping are over-complex, and several missions cannot be completed without this move, so you get stuck, and ultimately bored.2.  You cannot save DURING a mission, so if you get bored with trying the same jump over and over, you will have to go back to the beginning of the mission if you don;t want to leave your XBOX running all night.  This, IMHO is the biggest single mistake ANY manufacturer can make with a video game...As I said, I kind of enjoy the game, and my more dextrous gamer buddies have little problem with the controls, but a majority of ""casual"" gamers that I have watched play, get frustrated and even angry with the game.  So I would have to recommend against buying it.",4
"Baseball Advance is a good, solid game but it was overlooked in several areas. First of all, you can only play in 4 different ballparks instead of being able to play in each of the 30 Major League Stadiums. You cannot steal, there's no autofielding option, and you can't be hit by a pitch, it just goes right through you. Plus, if you want a baseball game where you can play with a friend at the same time, you might as well forget this game.The best Baseball game for Game Boy Advance would definitely be High Heat Baseball 2003. 2 players can play at the same time, you can steal bases with ease, and if the ball hits you, you go to 1st base. Another aspect of how High Heat Baseball 2003 is a more superior game is that it has updated 2002 rosters while Baseball Advance only has 2001 rosters. Plus, High Heat Baseball includes all 30 Major League Baseball stadiums and it has a Home Run Derby feature where you can show off your hitting with any player in the Major Leagues (even pitchers).I've now given you all the true facts about these two games so it's now up to you to make the decision. I personally would purchase High Heat Baseball 2003 because of all of it's in-game features that it has and the easy, smooth play control along with great graphics. THQ just went to sleep on Baseball Advance, making the game hard to play and just plain boring. It's your decision, and an easy one at that.",1
I have only played this game once and let me tell you that some baseball games on gbc are better than this one.,6
Feel sorry for anyone trying to pull off high scoring combos with the X-Box controller. Expect to throw your controller frequently.,2
"No races, nor trick contests.  Spoiled by SSX Tricky, I suppose.",1
"Okay, so graphically this blows THPS2x out of the water.  But you need more than that.The controls are so tight, and a little TOO realistic.  Remember in 2x when you did your first 1080, and you got SO excited?  That's how you feel the first time you land your 540s successfully, here.If you're used to 2x, you have to expect a WHOLE new game.  If you missed 2x, then you'll blow away everyone who didn't.",2
"This is an addictive game that offers soooo much depth.  I bought baseball mogul too & this blows it out of the water!Now for the downside... it is painfully apparent that this game was devoloped by baseball fanatics who didn't know a lot about mainstream programming.  The first thing that surprized me was that it didn't take advantage of the windows autorun feature *strike 1* ... fair enough, i was still able to install it.  Then I tried to figure out how to upload all of the ""classic players & teams"" into the game & since the game doesn't come with an instruction booklet i looked for a help function... but there was no integrated help feature *strike 2*  I finally accessed the help section (after i closed season ticket first) from the programs menu & it said you can upload & extract files from the baseball archive.  ""WHERE?!""  where is the archive?!  on the disk... no.  there wasn't a url.  so i tried the website & it had no help section for Season Ticket *strike 3*  P.S. i did find the database & you can download it at [website]This game has all the potential to be a great game but getting help on this game & trying to figure out it's little kinks can cause major hair loss.",2
"I will make this fairly short. I liked the first Unreal alot. It was revolutionary for it's time with graphics not seen before... If you had the best hardware to turn everything up. Unreal had great lighting, creepy atmosphere, great view distance, and a multi-layer sky that moved very nicely. Many cool games have come out since with some great ones like 'Return To Castle Wolfenstein.' Now we have Unreal 2 and with the improvements in graphics these days, along with much faster Pc's and Video cards I was hoping for U2 to have the character of the first game. I just didn't see the same character in U2. The graphics are good but, compared to recent games like RTCW or even the latest Unreal Tournament, I didn't like how generic the game looked. Like I said, U1 was quite a step forward when it came out. U2 just seems plain in comparison. Gameplay is pretty good but, there are many other FPS games I enjoyed more. So U2 was OK but, I was a little disappointed",4
"I remember reading reviews about how this game was gonna save gaming. Whatever! Great graphics? Yes. Solid Gameplay and control? Yes. Good story? Yes. Multiplay and depth? NO.The game was too short and no multiplayer (although they have released it free from what I hear on the internet and are selling a newer version of this game with multiplay included), but it is too late for me.I loved the graphics and enjoyed the characters and the enemies were all very cool, but this game is not even close to saving gaming. That will be the job of Half-Life 2 and Doom 3.For the price this game is selling at now, it would be a worthy buy.I Payed full price expecting more, and when I found out there was no multiplay, I knew I wasted my money. Oh well. Life goes on.",5
"This game is no Doom 3 or Half-Life, but the graphics are great, and the weapons and gameplay are decent.  Buy used and have fun.",5
"the gfx might be good.... but what good are realistic graphics when the gameplay stinks? This game has amateur-game-studio written all over it.... There is only one way to beat every level! that makes it basicly a walk-through interactive movie with linear advancement... gets very boring and doesnt require intuitive or logical thinking on the part of the player. After playing games like deus ex or nolf/nolf2, which had excellent story as well as multiple ways to complete each level, a game like unreal2 is a joke.plus there are lengthy loading screens about every 5-10 mins of play....and im on a p4-2.26ghz with 1GB of pc4200 and it takes 1min+ to load levels! I mean max payne had nearly as good gfx in unreal2, but had much shorter loading screens and they were few and far between.... and not to mention in unreal2 u must wait 1min+ just to quick load after you die... it really tests your patience.on another note, the reason i gave this 2 stars instead of 1 is because the introduction movie/ingame cinematic (with studio logos) actually puts you in awe... very breathtaking..... but from there on out the game goes downhill.also, for people experiencing crashes.. there is a patch out that fixes it.. i had the same problem (i had to disable EAX) but after patch i can now enable it again and the game runs fine.--------------------------------overall.... this game is a waste of money.. it belongs in a jewel case on the ""value shelf"".-duck",4
"It seems to be a trend in the video game world to make a game that has little or nothing to do with the original. Such is the case with Unreal 2.  The original Unreal was an interesting game for a few reasons.  In the course of the story you were dumped into an alien environment that was hostile and wondrous at the same time.  Nothing was explained to you and you were left to your own devices to figure out the world. It was a story idea that works very well with first person shooters.Now quiet a few years later we are given Unreal 2.  A game that has little or nothing to do with the original.  One gets the impression that the developers decided to buy the rights to the name to push an otherwise boring game idea.Nothing original is done here.  The story is boring and totally pointless.  This is nothing new in the first person shooter gender but it seems pointless to keep doing things we have all seen before.  So like all first person shooters before we look for the innovations.  Something that sets the game above the rest of the pack.  Playing the game I could not find it.  The graphics are quiet nice but the level design only get interesting at the end of the game.Since this game is a true single player game it's over way too fast and the replay value is pretty much zero.It's sad to see a original game like Unreal turned into a game that will be totally forgotten in a very short time.  It's a shame really because the game is NOT bad but just not as good as it could have been.  A different story line, something closer to the original and less goofy.",4
"I really enjoyed the fast intense action of the original Unreal, but even more so Unreal Tournament.  Now we have Unreal II: The Awakening, finally!  The graphics are satisfactory and even pretty cool, but that's a given.  I enjoy adventure games as well as 3d shooters, and I liked the original DOOM series because it at least followed some story that made sense.  So does this game, which involves a few different types of quests and situations.There is minimal challenge except for a few parts, which are incredibly hard unless you turn the difficulty to the easiest rating.However, it is a sore dissapointment for fans of fast action and high-paced 3d shooter games.  Also, if you are looking for anything particularly new or interesting here you won't find much with the exception of turrets and force fields that you can use to defend an emplacement from attacks.  You are also given the ability to command a half dozen troops in a couple scenarios, which is more fun than the rest of the game IMO.Story seems pretty well thought-out for a 3d shooter storyline, but just doesn't hold my interest.  I think the entire story is really a lame and depressing tale of a gullible space marine.There is no fast paced action.  You can't even run very fast and the CPU's AI is strange.  At some points you will get jumped upon (face-first, even) before you can respond.",4
"After playing the game all the way through, all puzzles are solved, all mysteries are revealed, all AI opponents strategies are cracked and countered.  Pretty game, but ZERO replay value.  Buy Unreal Tournament 2003 instead: when patched up to the most current patch level, it's a blast of a game with infinite replayability.",4
"It is pretty to look at, but falls flat when compared to the first game in the series.",5
"I am running a P-4 system with 512megs ram, radeon 9700 pro etc.. I find the game enjoyable to play and the graphics are very good. I get great fps until there are many npc's with alot of weapons discharges going on, then it goes downhill from there. The same performance hit happens with FSAA turned off. I think the game has memory leaks and that can be fixed with patches I believe. Atari was under pressure to release the game and may have cut a few corners.",2
"I've been a big fan of the Unreal games since I first started playing Unreal in 1999.  I absolutely loved it, and I'm still playing the single-player campaign (I must have played through it 25 times or more).  I was very pleased to see that Return to Na Pali did a great job of extending the Unreal adventure without ruining it.  Unreal Tournament was a blast to play as well even though it didn't include a single-player campaign.  So with all this Unreal software that made me so happy you can imagine how I felt when I heard that Unreal II was in the works.  But as they all say, &quot;Don't believe the hype.&quot;Unreal II was hyped up all-right, and a prominent PC games magazine said, &quot;It's gonna change computer gaming as we know it.&quot;  How ironic considering that Unreal II has very little new to offer except for the graphics which almost a year later may still be the best out there.  It's a good game, but it has very little to thrill me.  More than anything else, I must take Legend to task for taking so much out of the game that should have been left in.  Unreal had great monsters as well as great levels to battle them on.  Legend, for some strange reason, only left the Skaarj in, and even the Skaarj in Unreal II arent't as great as the original Skaarj.Unreal II, however, does get a few other things right.  Some of the new weapons are good.  The shotgun is very effective, and the grenade launcher which can fire different kinds of grenades is cool.  Perhaps the best new weapon is the flame thrower.  It spouts a very effective and attractive flame, and I must wonder why the older Unreal games didn't include a flame thrower.After playing Unreal II, I soon realized that a REAL sequel to the first game is in order.  Bring back all the elements that made Unreal so great but with state of the art graphics and sound.  Sure, add new gameplay characteristics, but don't throw the baby out with the bath water.  That is, don't call a game &quot;Unreal&quot; while making it unreal to its fantastic pedegree.  Epic Games, do you hear me???",4
"Although I salute the late Legend Entertainment for offering a departure title in the Unreal franchise, I must admit I am disappointed by the offering.  Unreal had a successful, enjoyable formula.  If that formula could have somehow been infused with the beautiful graphics/music and fun combat system featured in Unreal 2, Legend would have had a runaway hit.Unfortunately, that is not the case.  Unreal 2 felt too much like it's own, unique deal... which, I suppose would have been fine, had the game not been promising a SEQUEL to Unreal.  This is what happens when you have an ambitious developer handle a popular franchise with a publisher imposed deadline under the burden of thousands of fans' grand expectations.I bought Unreal 2 and I was glad I did, but I'm anxiously awaiting Unreal 3 to give me some satisfaction... the Unreal way.",6
"Playing Unreal 2 has got to be one of the most tedious gaming experiences I ever had since I played Hunters: The Reckoning for Xbox. The plot seems like something right out of some Scfi Tv show. You are an ex-marine on a ship with a crew, you get missions from one of the crew members, and you're on your way. Dalton(the guy you play as) says the most stupidest things I ever heard. The graphics are great, but the level design looks like it was inspired by Star Wars. I almost fell asleep while playing the second level called &quot;Hell.&quot; Why it's called &quot;Hell&quot; is beyond me because the level is on a snowy planet. You battle these giant bugs. Why introduce these new creatures? Why not just give us the Skaarj? You get to see them on the first level, along with &quot;Space Monkeys,&quot; but the awesome atmosphere that the original Unreal had was missing. Here's another thing, no multiplayer. Soldier of Fortune 2 had tedious single-player, but the multiplayer component made the game worth buying for alone. I know they didn't intend for Unreal 2 to have multiplayer but if it did,  it would have probably better then the single-player portion. Folks, do yourself a favor and pick up these awesome titles: Unreal Gold, Unreal Tournament 2003, Half-life, Soldier of Fortune 2(for multiplayer only!) I never even finished Unreal 2, and I don't intend to either. I'm just going to wait until a cool mod is released and at least I'll have Unreal 2 to play it.",4
"I loved the orginal Unreal and it's mission pack Return to Napali. They are one of the most beautifull games i ever played. Unreal 2 is a good game but not good enough for an Unreal sequel. The orginal Unreal deserves more than this. The gameplay is quite linear, a little short with no multiplayer. Ofcouse it has a good story while the previous game did not but the gameplay here is not that great. The weapons are large and look strange with not so great effects. It's the future, futuristic weapons should be smaller with better effects. Powered by the latest version of the unreal engine the graphics are great with beautifull skies but there are no mirrors or cool reflective surfaces. Fire effects and the flame thrower are really well done. Unreal had beautifull and large levels, Here the levels are very small not that well desinged. You will be watching the loading screen frequently. Unreal 2 is just an average shooter.",4
"This game looks amazing, the weapons, the environments, everything in this game looks hands down better then anything else I've seen to date, but after you look past that you see that there isn't much else to it.  The levels where you ""command"" marines are the only levels that are memorable in my opinion and after you spend 10 hours or so playing you realize that it's over and that's never a good sign when a game doesn't include any multiplayer or vs. the CPU modes.  The story isn't enthralling and between each mission you have to waste time running around your ship prompting your shipmates for their predetermined dialog, cut scenes should have been used here considering it takes about 20 seconds or so to load up your ship and then another minute or 2 to get thru with your shipmates scripted dialog and then another 20 seconds to load up the next mission, unnecessary.  The weapons aren't particularly good or bad with the exception of the pathetic assault rifle which, of course, is your main weapon.  I hate not to recommend this game but I can't, it's simply too short with very little replayability and no multiplayer, if UT2k3 and this were combined into one game I'd give it 5 stars, but with the absence of multiplayer support and only 10 hours of gameplay, I can't recommend it no matter how pretty it is.",4
"The original UNREAL was a PHENOMENAL GAME - one of THE BEST ever created. I can understand that following in those footsteps could only be hard. By, at least, ATARI could had tried.This is NOT a game that has anything to do with the original title. I could not get involved, couldn't care less about the characters or the story. It took me all of two afternoons to finish it off and was a great disappointment since I was a great fun of the first and couldn't wait to get my hands on the ""sequel"" - which it is not.The graphics are good but nothing close to groundbreaking. The surfaces are nice, the shadows non-existent and the muzzle-flashes totally annoying.If you have an older system that cannot handle the latest FPS releases, I would advise FAR CRY or RED FACTION I instead. Even graphically older, the original UNREAL would be a much wiser choice.",4
"Unreal 2 is definitely a downgrade from the original Unreal.Besides the great scenery, great graphics and game engine there isn't much to this game. The storyline lacks depth and it fails to immerse the player. If you see this title in the bargain bin then maybe you should pick it up. Otherwise I wouldn't pay the money for it. There's a lot of other great single player fps titles out there. Unreal 2 I feel that is not worth to be the successor of the Unreal franchise.",4
I am very impressed with the graphics.  The problem with this game is the lack of content.  It is a frenzy of mindless carnage--just shoot shoot shoot.  Like Serious Sam on steroids.  To take a beautiful graphics engine such as this and use it to produce adolescent rubbish is a crime against technology.,5
"After all the Multi-player versions that came out, Unreal universe is exspanded again in a new single player Adventure. This time with voice acting and facial Posing. NEAT...Still the game even on it Hardest Settig was way to easy for me in the first run through. and was way too short for my taist. then again it was still long.The weapons where balanced fairly well, lots of nice features. had a fairly intresting story and an intresting Slant.Still it dissapointed me. fun but nothing really new...",4
